RANKING IDHM 2010,CD_GEOCODM,MUNICÍPIO,ESTADO,IDHM 2010,IDHM RENDA 2010,IDHM LONGEVIDADE 2010,IDHM EDUCAÇÃO 2010,MERGE,,MERGE,X,CD_GEOCODM,ESTADO,NM_MUNICIP,Info,lon,lat
2309,520455,CALDAZINHA,GO,"0,685","0,669","0,814","0,591",GO-CALDAZINHA,1,GO-CALDAZINHA,5369,520455, GO,CALDAZINHA,CALDAZINHA,-62.1688572,-12.607055
3055,520460,CAMPESTRE DE GOIÁS,GO,"0,653","0,628","0,799","0,556",GO-CAMPESTRE DE GOIÁS,1,GO-CAMPESTRE DE GOIÁS,5370,520460, GO,CAMPESTRE DE GOIÁS,CAMPESTRE DE GOIÁS,-62.1688572,-12.607055
3469,520465,CAMPINAÇU,GO,"0,631","0,644","0,819","0,476",GO-CAMPINAÇU,1,GO-CAMPINAÇU,5371,520465, GO,CAMPINAÇU,CAMPINAÇU,-62.1688572,-12.607055
2224,520470,CAMPINORTE,GO,"0,688","0,685","0,841","0,565",GO-CAMPINORTE,1,GO-CAMPINORTE,5372,520470, GO,CAMPINORTE,CAMPINORTE,-62.1688572,-12.607055
2078,520480,CAMPO ALEGRE DE GOIÁS,GO,"0,694","0,702","0,811","0,586",GO-CAMPO ALEGRE DE GOIÁS,1,GO-CAMPO ALEGRE DE GOIÁS,5373,520480, GO,CAMPO ALEGRE DE GOIÁS,CAMPO ALEGRE DE GOIÁS,-62.1688572,-12.607055
2870,520485,CAMPO LIMPO DE GOIÁS,GO,"0,661","0,654","0,829","0,533",GO-CAMPO LIMPO DE GOIÁS,1,GO-CAMPO LIMPO DE GOIÁS,5374,520485, GO,CAMPO LIMPO DE GOIÁS,CAMPO LIMPO DE GOIÁS,-62.1688572,-12.607055
2134,520490,CAMPOS BELOS,GO,"0,692","0,661","0,815","0,616",GO-CAMPOS BELOS,1,GO-CAMPOS BELOS,5375,520490, GO,CAMPOS BELOS,CAMPOS BELOS,-62.1688572,-12.607055
3030,520495,CAMPOS VERDES,GO,"0,654","0,608","0,796","0,577",GO-CAMPOS VERDES,1,GO-CAMPOS VERDES,5376,520495, GO,CAMPOS VERDES,CAMPOS VERDES,-62.1688572,-12.607055
1514,520500,CARMO DO RIO VERDE,GO,"0,713","0,677","0,824","0,649",GO-CARMO DO RIO VERDE,1,GO-CARMO DO RIO VERDE,5377,520500, GO,CARMO DO RIO VERDE,CARMO DO RIO VERDE,-62.1688572,-12.607055
1866,520505,CASTELÂNDIA,GO,"0,701","0,724","0,823","0,578",GO-CASTELÂNDIA,1,GO-CASTELÂNDIA,5378,520505, GO,CASTELÂNDIA,CASTELÂNDIA,-62.1688572,-12.607055
274,520510,CATALÃO,GO,"0,766","0,769","0,819","0,715",GO-CATALÃO,1,GO-CATALÃO,5379,520510, GO,CATALÃO,CATALÃO,-62.1688572,-12.607055
2802,520520,CATURAÍ,GO,"0,664","0,665","0,815","0,540",GO-CATURAÍ,1,GO-CATURAÍ,5380,520520, GO,CATURAÍ,CATURAÍ,-62.1688572,-12.607055
4540,520530,CAVALCANTE,GO,"0,584","0,595","0,808","0,415",GO-CAVALCANTE,1,GO-CAVALCANTE,5381,520530, GO,CAVALCANTE,CAVALCANTE,-62.1688572,-12.607055
178,520540,CERES,GO,"0,775","0,753","0,842","0,733",GO-CERES,1,GO-CERES,5382,520540, GO,CERES,CERES,-62.1688572,-12.607055
1574,520545,CEZARINA,GO,"0,711","0,684","0,807","0,652",GO-CEZARINA,1,GO-CEZARINA,5383,520545, GO,CEZARINA,CEZARINA,-62.1688572,-12.607055
719,520547,CHAPADÃO DO CÉU,GO,"0,742","0,748","0,837","0,652",GO-CHAPADÃO DO CÉU,1,GO-CHAPADÃO DO CÉU,5384,520547, GO,CHAPADÃO DO CÉU,CHAPADÃO DO CÉU,-62.1688572,-12.607055
1398,520549,CIDADE OCIDENTAL,GO,"0,717","0,706","0,814","0,641",GO-CIDADE OCIDENTAL,1,GO-CIDADE OCIDENTAL,5385,520549, GO,CIDADE OCIDENTAL,CIDADE OCIDENTAL,-62.1688572,-12.607055
2964,520551,COCALZINHO DE GOIÁS,GO,"0,657","0,648","0,826","0,531",GO-COCALZINHO DE GOIÁS,1,GO-COCALZINHO DE GOIÁS,5386,520551, GO,COCALZINHO DE GOIÁS,COCALZINHO DE GOIÁS,-62.1688572,-12.607055
2946,520552,COLINAS DO SUL,GO,"0,658","0,633","0,820","0,549",GO-COLINAS DO SUL,1,GO-COLINAS DO SUL,5387,520552, GO,COLINAS DO SUL,COLINAS DO SUL,-62.1688572,-12.607055
2282,520570,CÓRREGO DO OURO,GO,"0,686","0,696","0,803","0,578",GO-CÓRREGO DO OURO,1,GO-CÓRREGO DO OURO,5388,520570, GO,CÓRREGO DO OURO,CÓRREGO DO OURO,-62.1688572,-12.607055
2439,520580,CORUMBÁ DE GOIÁS,GO,"0,680","0,665","0,829","0,571",GO-CORUMBÁ DE GOIÁS,1,GO-CORUMBÁ DE GOIÁS,5389,520580, GO,CORUMBÁ DE GOIÁS,CORUMBÁ DE GOIÁS,-62.1688572,-12.607055
1969,520590,CORUMBAÍBA,GO,"0,698","0,703","0,831","0,582",GO-CORUMBAÍBA,1,GO-CORUMBAÍBA,5390,520590, GO,CORUMBAÍBA,CORUMBAÍBA,-62.1688572,-12.607055
1934,520620,CRISTALINA,GO,"0,699","0,716","0,814","0,587",GO-CRISTALINA,1,GO-CRISTALINA,5391,520620, GO,CRISTALINA,CRISTALINA,-62.1688572,-12.607055
2224,520630,CRISTIANÓPOLIS,GO,"0,688","0,703","0,838","0,554",GO-CRISTIANÓPOLIS,1,GO-CRISTIANÓPOLIS,5392,520630, GO,CRISTIANÓPOLIS,CRISTIANÓPOLIS,-62.1688572,-12.607055
1665,520640,CRIXÁS,GO,"0,708","0,706","0,805","0,625",GO-CRIXÁS,1,GO-CRIXÁS,5393,520640, GO,CRIXÁS,CRIXÁS,-62.1688572,-12.607055
1720,520650,CROMÍNIA,GO,"0,706","0,692","0,803","0,634",GO-CROMÍNIA,1,GO-CROMÍNIA,5394,520650, GO,CROMÍNIA,CROMÍNIA,-62.1688572,-12.607055
850,520660,CUMARI,GO,"0,737","0,744","0,819","0,657",GO-CUMARI,1,GO-CUMARI,5395,520660, GO,CUMARI,CUMARI,-62.1688572,-12.607055
3030,520670,DAMIANÓPOLIS,GO,"0,654","0,614","0,815","0,558",GO-DAMIANÓPOLIS,1,GO-DAMIANÓPOLIS,5396,520670, GO,DAMIANÓPOLIS,DAMIANÓPOLIS,-62.1688572,-12.607055
1995,520680,DAMOLÂNDIA,GO,"0,697","0,688","0,819","0,600",GO-DAMOLÂNDIA,1,GO-DAMOLÂNDIA,5397,520680, GO,DAMOLÂNDIA,DAMOLÂNDIA,-62.1688572,-12.607055
1427,520690,DAVINÓPOLIS,GO,"0,716","0,702","0,862","0,606",GO-DAVINÓPOLIS,1,GO-DAVINÓPOLIS,5398,520690, GO,DAVINÓPOLIS,DAVINÓPOLIS,-62.1688572,-12.607055
1052,520710,DIORAMA,GO,"0,729","0,663","0,841","0,696",GO-DIORAMA,1,GO-DIORAMA,5399,520710, GO,DIORAMA,DIORAMA,-62.1688572,-12.607055
3055,520830,DIVINÓPOLIS DE GOIÁS,GO,"0,653","0,624","0,813","0,550",GO-DIVINÓPOLIS DE GOIÁS,1,GO-DIVINÓPOLIS DE GOIÁS,5411,520830, GO,DIVINÓPOLIS DE GOIÁS,DIVINÓPOLIS DE GOIÁS,-62.1688572,-12.607055
2716,520725,DOVERLÂNDIA,GO,"0,668","0,684","0,840","0,518",GO-DOVERLÂNDIA,1,GO-DOVERLÂNDIA,5400,520725, GO,DOVERLÂNDIA,DOVERLÂNDIA,-62.1688572,-12.607055
1842,520735,EDEALINA,GO,"0,702","0,722","0,808","0,594",GO-EDEALINA,1,GO-EDEALINA,5401,520735, GO,EDEALINA,EDEALINA,-62.1688572,-12.607055
795,520740,EDÉIA,GO,"0,739","0,755","0,826","0,648",GO-EDÉIA,1,GO-EDÉIA,5402,520740, GO,EDÉIA,EDÉIA,-62.1688572,-12.607055
1696,520750,ESTRELA DO NORTE,GO,"0,707","0,703","0,848","0,593",GO-ESTRELA DO NORTE,1,GO-ESTRELA DO NORTE,5403,520750, GO,ESTRELA DO NORTE,ESTRELA DO NORTE,-62.1688572,-12.607055
3115,520753,FAINA,GO,"0,650","0,644","0,799","0,534",GO-FAINA,1,GO-FAINA,5404,520753, GO,FAINA,FAINA,-62.1688572,-12.607055
2309,520760,FAZENDA NOVA,GO,"0,685","0,671","0,831","0,576",GO-FAZENDA NOVA,1,GO-FAZENDA NOVA,5405,520760, GO,FAZENDA NOVA,FAZENDA NOVA,-62.1688572,-12.607055
965,520780,FIRMINÓPOLIS,GO,"0,732","0,681","0,838","0,688",GO-FIRMINÓPOLIS,1,GO-FIRMINÓPOLIS,5406,520780, GO,FIRMINÓPOLIS,FIRMINÓPOLIS,-62.1688572,-12.607055
4215,520790,FLORES DE GOIÁS,GO,"0,597","0,583","0,799","0,457",GO-FLORES DE GOIÁS,1,GO-FLORES DE GOIÁS,5407,520790, GO,FLORES DE GOIÁS,FLORES DE GOIÁS,-62.1688572,-12.607055
667,520800,FORMOSA,GO,"0,744","0,726","0,852","0,666",GO-FORMOSA,1,GO-FORMOSA,5408,520800, GO,FORMOSA,FORMOSA,-62.1688572,-12.607055
1454,520810,FORMOSO,GO,"0,715","0,686","0,834","0,639",GO-FORMOSO,1,GO-FORMOSO,5409,520810, GO,FORMOSO,FORMOSO,-62.1688572,-12.607055
2924,520815,GAMELEIRA DE GOIÁS,GO,"0,659","0,692","0,828","0,499",GO-GAMELEIRA DE GOIÁS,1,GO-GAMELEIRA DE GOIÁS,5410,520815, GO,GAMELEIRA DE GOIÁS,GAMELEIRA DE GOIÁS,-62.1688572,-12.607055
1811,520840,GOIANÁPOLIS,GO,"0,703","0,678","0,825","0,620",GO-GOIANÁPOLIS,1,GO-GOIANÁPOLIS,5412,520840, GO,GOIANÁPOLIS,GOIANÁPOLIS,-62.1688572,-12.607055
366,520850,GOIANDIRA,GO,"0,760","0,711","0,849","0,727",GO-GOIANDIRA,1,GO-GOIANDIRA,5413,520850, GO,GOIANDIRA,GOIANDIRA,-62.1688572,-12.607055
1107,520860,GOIANÉSIA,GO,"0,727","0,719","0,840","0,636",GO-GOIANÉSIA,1,GO-GOIANÉSIA,5414,520860, GO,GOIANÉSIA,GOIANÉSIA,-62.1688572,-12.607055
45,520870,GOIÂNIA,GO,"0,799","0,824","0,838","0,739",GO-GOIÂNIA,1,GO-GOIÂNIA,5415,520870, GO,GOIÂNIA,GOIÂNIA,-62.1688572,-12.607055
2078,520880,GOIANIRA,GO,"0,694","0,674","0,831","0,596",GO-GOIANIRA,1,GO-GOIANIRA,5416,520880, GO,GOIANIRA,GOIANIRA,-62.1688572,-12.607055
1638,520890,GOIÁS,GO,"0,709","0,713","0,805","0,621",GO-GOIÁS,1,GO-GOIÁS,5417,520890, GO,GOIÁS,GOIÁS,-62.1688572,-12.607055
1154,520910,GOIATUBA,GO,"0,725","0,737","0,825","0,627",GO-GOIATUBA,1,GO-GOIATUBA,5418,520910, GO,GOIATUBA,GOIATUBA,-62.1688572,-12.607055
2573,520915,GOUVELÂNDIA,GO,"0,674","0,680","0,806","0,559",GO-GOUVELÂNDIA,1,GO-GOUVELÂNDIA,5419,520915, GO,GOUVELÂNDIA,GOUVELÂNDIA,-62.1688572,-12.607055
1995,520920,GUAPÓ,GO,"0,697","0,708","0,826","0,580",GO-GUAPÓ,1,GO-GUAPÓ,5420,520920, GO,GUAPÓ,GUAPÓ,-62.1688572,-12.607055
2251,520929,GUARAÍTA,GO,"0,687","0,637","0,816","0,625",GO-GUARAÍTA,1,GO-GUARAÍTA,5421,520929, GO,GUARAÍTA,GUARAÍTA,-62.1688572,-12.607055
3357,520940,GUARANI DE GOIÁS,GO,"0,637","0,569","0,814","0,557",GO-GUARANI DE GOIÁS,1,GO-GUARANI DE GOIÁS,5422,520940, GO,GUARANI DE GOIÁS,GUARANI DE GOIÁS,-62.1688572,-12.607055
3070,520945,GUARINOS,GO,"0,652","0,604","0,815","0,563",GO-GUARINOS,1,GO-GUARINOS,5423,520945, GO,GUARINOS,GUARINOS,-62.1688572,-12.607055
2078,520960,HEITORAÍ,GO,"0,694","0,661","0,814","0,620",GO-HEITORAÍ,1,GO-HEITORAÍ,5424,520960, GO,HEITORAÍ,HEITORAÍ,-62.1688572,-12.607055
1720,520970,HIDROLÂNDIA,GO,"0,706","0,707","0,827","0,603",GO-HIDROLÂNDIA,1,GO-HIDROLÂNDIA,5425,520970, GO,HIDROLÂNDIA,HIDROLÂNDIA,-62.1688572,-12.607055
2503,520980,HIDROLINA,GO,"0,677","0,652","0,824","0,577",GO-HIDROLINA,1,GO-HIDROLINA,5426,520980, GO,HIDROLINA,HIDROLINA,-62.1688572,-12.607055
3222,520990,IACIARA,GO,"0,644","0,615","0,826","0,527",GO-IACIARA,1,GO-IACIARA,5427,520990, GO,IACIARA,IACIARA,-62.1688572,-12.607055
2134,520993,INACIOLÂNDIA,GO,"0,692","0,683","0,822","0,591",GO-INACIOLÂNDIA,1,GO-INACIOLÂNDIA,5428,520993, GO,INACIOLÂNDIA,INACIOLÂNDIA,-62.1688572,-12.607055
1866,520995,INDIARA,GO,"0,701","0,694","0,837","0,593",GO-INDIARA,1,GO-INDIARA,5429,520995, GO,INDIARA,INDIARA,-62.1688572,-12.607055
1301,521000,INHUMAS,GO,"0,720","0,718","0,842","0,618",GO-INHUMAS,1,GO-INHUMAS,5430,521000, GO,INHUMAS,INHUMAS,-62.1688572,-12.607055
1866,521010,IPAMERI,GO,"0,701","0,711","0,823","0,588",GO-IPAMERI,1,GO-IPAMERI,5431,521010, GO,IPAMERI,IPAMERI,-62.1688572,-12.607055
2028,521015,IPIRANGA DE GOIÁS,GO,"0,696","0,643","0,816","0,642",GO-IPIRANGA DE GOIÁS,1,GO-IPIRANGA DE GOIÁS,5432,521015, GO,IPIRANGA DE GOIÁS,IPIRANGA DE GOIÁS,-62.1688572,-12.607055
695,521020,IPORÁ,GO,"0,743","0,731","0,840","0,667",GO-IPORÁ,1,GO-IPORÁ,5433,521020, GO,IPORÁ,IPORÁ,-62.1688572,-12.607055
1574,521030,ISRAELÂNDIA,GO,"0,711","0,664","0,831","0,652",GO-ISRAELÂNDIA,1,GO-ISRAELÂNDIA,5434,521030, GO,ISRAELÂNDIA,ISRAELÂNDIA,-62.1688572,-12.607055
1331,521040,ITABERAÍ,GO,"0,719","0,735","0,828","0,610",GO-ITABERAÍ,1,GO-ITABERAÍ,5435,521040, GO,ITABERAÍ,ITABERAÍ,-62.1688572,-12.607055
2105,521056,ITAGUARI,GO,"0,693","0,683","0,817","0,596",GO-ITAGUARI,1,GO-ITAGUARI,5436,521056, GO,ITAGUARI,ITAGUARI,-62.1688572,-12.607055
1362,521060,ITAGUARU,GO,"0,718","0,689","0,828","0,648",GO-ITAGUARU,1,GO-ITAGUARU,5437,521060, GO,ITAGUARU,ITAGUARU,-62.1688572,-12.607055
2161,521080,ITAJÁ,GO,"0,691","0,692","0,835","0,570",GO-ITAJÁ,1,GO-ITAJÁ,5438,521080, GO,ITAJÁ,ITAJÁ,-62.1688572,-12.607055
1154,521090,ITAPACI,GO,"0,725","0,720","0,844","0,626",GO-ITAPACI,1,GO-ITAPACI,5439,521090, GO,ITAPACI,ITAPACI,-62.1688572,-12.607055
2503,521100,ITAPIRAPUÃ,GO,"0,677","0,670","0,816","0,568",GO-ITAPIRAPUÃ,1,GO-ITAPIRAPUÃ,5440,521100, GO,ITAPIRAPUÃ,ITAPIRAPUÃ,-62.1688572,-12.607055
1133,521120,ITAPURANGA,GO,"0,726","0,700","0,837","0,653",GO-ITAPURANGA,1,GO-ITAPURANGA,5441,521120, GO,ITAPURANGA,ITAPURANGA,-62.1688572,-12.607055
2105,521130,ITARUMÃ,GO,"0,693","0,769","0,861","0,503",GO-ITARUMÃ,1,GO-ITARUMÃ,5442,521130, GO,ITARUMÃ,ITARUMÃ,-62.1688572,-12.607055
1362,521140,ITAUÇU,GO,"0,718","0,697","0,833","0,638",GO-ITAUÇU,1,GO-ITAUÇU,5443,521140, GO,ITAUÇU,ITAUÇU,-62.1688572,-12.607055
508,521150,ITUMBIARA,GO,"0,752","0,744","0,838","0,682",GO-ITUMBIARA,1,GO-ITUMBIARA,5444,521150, GO,ITUMBIARA,ITUMBIARA,-62.1688572,-12.607055
1776,521160,IVOLÂNDIA,GO,"0,704","0,680","0,825","0,622",GO-IVOLÂNDIA,1,GO-IVOLÂNDIA,5445,521160, GO,IVOLÂNDIA,IVOLÂNDIA,-62.1688572,-12.607055
1696,521170,JANDAIA,GO,"0,707","0,690","0,821","0,625",GO-JANDAIA,1,GO-JANDAIA,5446,521170, GO,JANDAIA,JANDAIA,-62.1688572,-12.607055
1934,521180,JARAGUÁ,GO,"0,699","0,692","0,841","0,588",GO-JARAGUÁ,1,GO-JARAGUÁ,5447,521180, GO,JARAGUÁ,JARAGUÁ,-62.1688572,-12.607055
420,521190,JATAÍ,GO,"0,757","0,774","0,856","0,656",GO-JATAÍ,1,GO-JATAÍ,5448,521190, GO,JATAÍ,JATAÍ,-62.1688572,-12.607055
2199,521200,JAUPACI,GO,"0,689","0,658","0,824","0,602",GO-JAUPACI,1,GO-JAUPACI,5449,521200, GO,JAUPACI,JAUPACI,-62.1688572,-12.607055
3136,521205,JESÚPOLIS,GO,"0,649","0,642","0,814","0,522",GO-JESÚPOLIS,1,GO-JESÚPOLIS,5450,521205, GO,JESÚPOLIS,JESÚPOLIS,-62.1688572,-12.607055
1720,521210,JOVIÂNIA,GO,"0,706","0,714","0,827","0,595",GO-JOVIÂNIA,1,GO-JOVIÂNIA,5451,521210, GO,JOVIÂNIA,JOVIÂNIA,-62.1688572,-12.607055
695,521220,JUSSARA,GO,"0,743","0,768","0,842","0,635",GO-JUSSARA,1,GO-JUSSARA,5452,521220, GO,JUSSARA,JUSSARA,-62.1688572,-12.607055
764,521225,LAGOA SANTA,GO,"0,740","0,733","0,868","0,638",GO-LAGOA SANTA,1,GO-LAGOA SANTA,5453,521225, GO,LAGOA SANTA,LAGOA SANTA,-62.1688572,-12.607055
2924,521230,LEOPOLDO DE BULHÕES,GO,"0,659","0,665","0,812","0,529",GO-LEOPOLDO DE BULHÕES,1,GO-LEOPOLDO DE BULHÕES,5454,521230, GO,LEOPOLDO DE BULHÕES,LEOPOLDO DE BULHÕES,-62.1688572,-12.607055
1866,521250,LUZIÂNIA,GO,"0,701","0,689","0,831","0,602",GO-LUZIÂNIA,1,GO-LUZIÂNIA,5455,521250, GO,LUZIÂNIA,LUZIÂNIA,-62.1688572,-12.607055
648,521260,MAIRIPOTABA,GO,"0,745","0,748","0,854","0,648",GO-MAIRIPOTABA,1,GO-MAIRIPOTABA,5456,521260, GO,MAIRIPOTABA,MAIRIPOTABA,-62.1688572,-12.607055
3561,521270,MAMBAÍ,GO,"0,626","0,610","0,816","0,494",GO-MAMBAÍ,1,GO-MAMBAÍ,5457,521270, GO,MAMBAÍ,MAMBAÍ,-62.1688572,-12.607055
2161,521280,MARA ROSA,GO,"0,691","0,680","0,838","0,579",GO-MARA ROSA,1,GO-MARA ROSA,5458,521280, GO,MARA ROSA,MARA ROSA,-62.1688572,-12.607055
1934,521290,MARZAGÃO,GO,"0,699","0,692","0,822","0,601",GO-MARZAGÃO,1,GO-MARZAGÃO,5459,521290, GO,MARZAGÃO,MARZAGÃO,-62.1688572,-12.607055
2462,521295,MATRINCHÃ,GO,"0,679","0,651","0,840","0,572",GO-MATRINCHÃ,1,GO-MATRINCHÃ,5460,521295, GO,MATRINCHÃ,MATRINCHÃ,-62.1688572,-12.607055
2503,521300,MAURILÂNDIA,GO,"0,677","0,682","0,823","0,554",GO-MAURILÂNDIA,1,GO-MAURILÂNDIA,5461,521300, GO,MAURILÂNDIA,MAURILÂNDIA,-62.1688572,-12.607055
2776,521305,MIMOSO DE GOIÁS,GO,"0,665","0,656","0,825","0,543",GO-MIMOSO DE GOIÁS,1,GO-MIMOSO DE GOIÁS,5462,521305, GO,MIMOSO DE GOIÁS,MIMOSO DE GOIÁS,-62.1688572,-12.607055
1696,521308,MINAÇU,GO,"0,707","0,691","0,803","0,637",GO-MINAÇU,1,GO-MINAÇU,5463,521308, GO,MINAÇU,MINAÇU,-62.1688572,-12.607055
1362,521310,MINEIROS,GO,"0,718","0,753","0,840","0,584",GO-MINEIROS,1,GO-MINEIROS,5464,521310, GO,MINEIROS,MINEIROS,-62.1688572,-12.607055
2028,521340,MOIPORÁ,GO,"0,696","0,652","0,818","0,632",GO-MOIPORÁ,1,GO-MOIPORÁ,5465,521340, GO,MOIPORÁ,MOIPORÁ,-62.1688572,-12.607055
3796,521350,MONTE ALEGRE DE GOIÁS,GO,"0,615","0,592","0,816","0,481",GO-MONTE ALEGRE DE GOIÁS,1,GO-MONTE ALEGRE DE GOIÁS,5466,521350, GO,MONTE ALEGRE DE GOIÁS,MONTE ALEGRE DE GOIÁS,-62.1688572,-12.607055
1696,521370,MONTES CLAROS DE GOIÁS,GO,"0,707","0,704","0,806","0,622",GO-MONTES CLAROS DE GOIÁS,1,GO-MONTES CLAROS DE GOIÁS,5467,521370, GO,MONTES CLAROS DE GOIÁS,MONTES CLAROS DE GOIÁS,-62.1688572,-12.607055
940,521375,MONTIVIDIU,GO,"0,733","0,738","0,827","0,644",GO-MONTIVIDIU,1,GO-MONTIVIDIU,5468,521375, GO,MONTIVIDIU,MONTIVIDIU,-62.1688572,-12.607055
3847,521377,MONTIVIDIU DO NORTE,GO,"0,613","0,578","0,816","0,488",GO-MONTIVIDIU DO NORTE,1,GO-MONTIVIDIU DO NORTE,5469,521377, GO,MONTIVIDIU DO NORTE,MONTIVIDIU DO NORTE,-62.1688572,-12.607055
920,521380,MORRINHOS,GO,"0,734","0,739","0,862","0,621",GO-MORRINHOS,1,GO-MORRINHOS,5470,521380, GO,MORRINHOS,MORRINHOS,-62.1688572,-12.607055
2059,521385,MORRO AGUDO DE GOIÁS,GO,"0,695","0,644","0,826","0,630",GO-MORRO AGUDO DE GOIÁS,1,GO-MORRO AGUDO DE GOIÁS,5471,521385, GO,MORRO AGUDO DE GOIÁS,MORRO AGUDO DE GOIÁS,-62.1688572,-12.607055
1720,521390,MOSSÂMEDES,GO,"0,706","0,696","0,811","0,623",GO-MOSSÂMEDES,1,GO-MOSSÂMEDES,5472,521390, GO,MOSSÂMEDES,MOSSÂMEDES,-62.1688572,-12.607055
2359,521400,MOZARLÂNDIA,GO,"0,683","0,684","0,825","0,565",GO-MOZARLÂNDIA,1,GO-MOZARLÂNDIA,5473,521400, GO,MOZARLÂNDIA,MOZARLÂNDIA,-62.1688572,-12.607055
3407,521405,MUNDO NOVO,GO,"0,634","0,642","0,812","0,488",GO-MUNDO NOVO,1,GO-MUNDO NOVO,5474,521405, GO,MUNDO NOVO,MUNDO NOVO,-62.1688572,-12.607055
2439,521410,MUTUNÓPOLIS,GO,"0,680","0,668","0,806","0,584",GO-MUTUNÓPOLIS,1,GO-MUTUNÓPOLIS,5475,521410, GO,MUTUNÓPOLIS,MUTUNÓPOLIS,-62.1688572,-12.607055
1595,521440,NAZÁRIO,GO,"0,710","0,702","0,808","0,631",GO-NAZÁRIO,1,GO-NAZÁRIO,5476,521440, GO,NAZÁRIO,NAZÁRIO,-62.1688572,-12.607055
1266,521450,NERÓPOLIS,GO,"0,721","0,681","0,820","0,671",GO-NERÓPOLIS,1,GO-NERÓPOLIS,5477,521450, GO,NERÓPOLIS,NERÓPOLIS,-62.1688572,-12.607055
1454,521460,NIQUELÂNDIA,GO,"0,715","0,709","0,806","0,640",GO-NIQUELÂNDIA,1,GO-NIQUELÂNDIA,5478,521460, GO,NIQUELÂNDIA,NIQUELÂNDIA,-62.1688572,-12.607055
2481,521470,NOVA AMÉRICA,GO,"0,678","0,647","0,796","0,604",GO-NOVA AMÉRICA,1,GO-NOVA AMÉRICA,5479,521470, GO,NOVA AMÉRICA,NOVA AMÉRICA,-62.1688572,-12.607055
599,521480,NOVA AURORA,GO,"0,747","0,703","0,849","0,697",GO-NOVA AURORA,1,GO-NOVA AURORA,5480,521480, GO,NOVA AURORA,NOVA AURORA,-62.1688572,-12.607055
3234,521483,NOVA CRIXÁS,GO,"0,643","0,674","0,813","0,485",GO-NOVA CRIXÁS,1,GO-NOVA CRIXÁS,5481,521483, GO,NOVA CRIXÁS,NOVA CRIXÁS,-62.1688572,-12.607055
2412,521486,NOVA GLÓRIA,GO,"0,681","0,657","0,816","0,589",GO-NOVA GLÓRIA,1,GO-NOVA GLÓRIA,5482,521486, GO,NOVA GLÓRIA,NOVA GLÓRIA,-62.1688572,-12.607055
3008,521487,NOVA IGUAÇU DE GOIÁS,GO,"0,655","0,642","0,812","0,540",GO-NOVA IGUAÇU DE GOIÁS,1,GO-NOVA IGUAÇU DE GOIÁS,5483,521487, GO,NOVA IGUAÇU DE GOIÁS,NOVA IGUAÇU DE GOIÁS,-62.1688572,-12.607055
3407,521490,NOVA ROMA,GO,"0,634","0,594","0,812","0,529",GO-NOVA ROMA,1,GO-NOVA ROMA,5484,521490, GO,NOVA ROMA,NOVA ROMA,-62.1688572,-12.607055
1362,521500,NOVA VENEZA,GO,"0,718","0,671","0,837","0,660",GO-NOVA VENEZA,1,GO-NOVA VENEZA,5485,521500, GO,NOVA VENEZA,NOVA VENEZA,-62.1688572,-12.607055
1934,521520,NOVO BRASIL,GO,"0,699","0,691","0,828","0,598",GO-NOVO BRASIL,1,GO-NOVO BRASIL,5486,521520, GO,NOVO BRASIL,NOVO BRASIL,-62.1688572,-12.607055
2332,521523,NOVO GAMA,GO,"0,684","0,664","0,851","0,567",GO-NOVO GAMA,1,GO-NOVO GAMA,5487,521523, GO,NOVO GAMA,NOVO GAMA,-62.1688572,-12.607055
2946,521525,NOVO PLANALTO,GO,"0,658","0,623","0,831","0,550",GO-NOVO PLANALTO,1,GO-NOVO PLANALTO,5488,521525, GO,NOVO PLANALTO,NOVO PLANALTO,-62.1688572,-12.607055
1454,521530,ORIZONA,GO,"0,715","0,722","0,827","0,612",GO-ORIZONA,1,GO-ORIZONA,5489,521530, GO,ORIZONA,ORIZONA,-62.1688572,-12.607055
1331,521540,OURO VERDE DE GOIÁS,GO,"0,719","0,672","0,821","0,674",GO-OURO VERDE DE GOIÁS,1,GO-OURO VERDE DE GOIÁS,5490,521540, GO,OURO VERDE DE GOIÁS,OURO VERDE DE GOIÁS,-62.1688572,-12.607055
599,521550,OUVIDOR,GO,"0,747","0,721","0,830","0,697",GO-OUVIDOR,1,GO-OUVIDOR,5491,521550, GO,OUVIDOR,OUVIDOR,-62.1688572,-12.607055
3090,521560,PADRE BERNARDO,GO,"0,651","0,670","0,801","0,515",GO-PADRE BERNARDO,1,GO-PADRE BERNARDO,5492,521560, GO,PADRE BERNARDO,PADRE BERNARDO,-62.1688572,-12.607055
1514,521565,PALESTINA DE GOIÁS,GO,"0,713","0,656","0,837","0,660",GO-PALESTINA DE GOIÁS,1,GO-PALESTINA DE GOIÁS,5493,521565, GO,PALESTINA DE GOIÁS,PALESTINA DE GOIÁS,-62.1688572,-12.607055
1969,521570,PALMEIRAS DE GOIÁS,GO,"0,698","0,698","0,815","0,598",GO-PALMEIRAS DE GOIÁS,1,GO-PALMEIRAS DE GOIÁS,5494,521570, GO,PALMEIRAS DE GOIÁS,PALMEIRAS DE GOIÁS,-62.1688572,-12.607055
1021,521580,PALMELO,GO,"0,730","0,734","0,804","0,659",GO-PALMELO,1,GO-PALMELO,5495,521580, GO,PALMELO,PALMELO,-62.1688572,-12.607055
