MERGE,X,CD_GEOCODM,ESTADO,NM_MUNICIP,Info,lon,lat
 PA-PARAUAPEBAS,240,150553, PA,PARAUAPEBAS,PARAUAPEBAS,-49.9035843,-6.0687491
 PA-PAU D'ARCO,241,150555, PA,PAU D'ARCO,PAU D'ARCO,-117.3595474,33.1898648
 PA-PEIXE-BOI,242,150560, PA,PEIXE-BOI,PEIXE-BOI,NA,NA
 PA-PIÇARRA,243,150563, PA,PIÇARRA,PIÇARRA,-48.866176,-6.4492926
 PA-PLACAS,244,150565, PA,PLACAS,PLACAS,-54.2169567,-3.867417
 PA-PONTA DE PEDRAS,245,150570, PA,PONTA DE PEDRAS,PONTA DE PEDRAS,-48.8713903,-1.3940671
 PA-PORTEL,246,150580, PA,PORTEL,PORTEL,-7.654811,38.2773641
 PA-PORTO DE MOZ,247,150590, PA,PORTO DE MOZ,PORTO DE MOZ,-52.2395519,-1.7527122
 PA-PRAINHA,248,150600, PA,PRAINHA,PRAINHA,-43.5057336,-23.0411689
 PA-PRIMAVERA,249,150610, PA,PRIMAVERA,PRIMAVERA,-111.8410381,33.341829
 PA-QUATIPURU,250,150611, PA,QUATIPURU,QUATIPURU,-47.0193913,-0.8587161
 PA-REDENÇÃO,251,150613, PA,REDENÇÃO,REDENÇÃO,-50.0322512,-8.0257338
 PA-RIO MARIA,252,150616, PA,RIO MARIA,RIO MARIA,-50.0462434,-7.3144349
 PA-RONDON DO PARÁ,253,150618, PA,RONDON DO PARÁ,RONDON DO PARÁ,-48.0673738,-4.7784039
 PA-RURÓPOLIS,254,150619, PA,RURÓPOLIS,RURÓPOLIS,-54.911215,-4.0936605
 PA-SALINÓPOLIS,255,150620, PA,SALINÓPOLIS,SALINÓPOLIS,-47.3457584,-0.6237762
 PA-SALVATERRA,256,150630, PA,SALVATERRA,SALVATERRA,-48.5232815,-0.7595762
 PA-SANTA BÁRBARA DO PARÁ,257,150635, PA,SANTA BÁRBARA DO PARÁ,SANTA BÁRBARA DO PARÁ,-48.2960802,-1.2269782
 PA-SANTA CRUZ DO ARARI,258,150640, PA,SANTA CRUZ DO ARARI,SANTA CRUZ DO ARARI,-49.1729484,-0.6646917
 PA-SANTA ISABEL DO PARÁ,259,150650, PA,SANTA ISABEL DO PARÁ,SANTA ISABEL DO PARÁ,-48.1646109,-1.2981731
 PA-SANTA LUZIA DO PARÁ,260,150655, PA,SANTA LUZIA DO PARÁ,SANTA LUZIA DO PARÁ,-46.901112,-1.5220326
 PA-SANTA MARIA DAS BARREIRAS,261,150658, PA,SANTA MARIA DAS BARREIRAS,SANTA MARIA DAS BARREIRAS,-49.7168191,-8.8704752
 PA-SANTA MARIA DO PARÁ,262,150660, PA,SANTA MARIA DO PARÁ,SANTA MARIA DO PARÁ,-47.5762838,-1.3505178
 PA-SANTANA DO ARAGUAIA,263,150670, PA,SANTANA DO ARAGUAIA,SANTANA DO ARAGUAIA,-50.3382157,-9.3356812
 PA-SANTARÉM,264,150680, PA,SANTARÉM,SANTARÉM,-8.704075,39.2848804
 PA-SANTARÉM NOVO,265,150690, PA,SANTARÉM NOVO,SANTARÉM NOVO,-47.3968902,-0.9299558
 PA-SANTO ANTÔNIO DO TAUÁ,266,150700, PA,SANTO ANTÔNIO DO TAUÁ,SANTO ANTÔNIO DO TAUÁ,-48.1331691,-1.1528347
 PA-SÃO CAETANO DE ODIVELAS,267,150710, PA,SÃO CAETANO DE ODIVELAS,SÃO CAETANO DE ODIVELAS,-48.0221415,-0.744838
 PA-SÃO DOMINGOS DO ARAGUAIA,268,150715, PA,SÃO DOMINGOS DO ARAGUAIA,SÃO DOMINGOS DO ARAGUAIA,-48.7326585,-5.5401654
 PA-SÃO DOMINGOS DO CAPIM,269,150720, PA,SÃO DOMINGOS DO CAPIM,SÃO DOMINGOS DO CAPIM,-47.6849007,-1.7613666
 PA-SÃO FÉLIX DO XINGU,270,150730, PA,SÃO FÉLIX DO XINGU,SÃO FÉLIX DO XINGU,-52.3613378,-7.0179497
 PA-SÃO FRANCISCO DO PARÁ,271,150740, PA,SÃO FRANCISCO DO PARÁ,SÃO FRANCISCO DO PARÁ,-47.7981975,-1.1703463
 PA-SÃO GERALDO DO ARAGUAIA,272,150745, PA,SÃO GERALDO DO ARAGUAIA,SÃO GERALDO DO ARAGUAIA,-48.7995122,-6.2042232
 PA-SÃO JOÃO DA PONTA,273,150746, PA,SÃO JOÃO DA PONTA,SÃO JOÃO DA PONTA,-47.9812152,-0.8577567
 PA-SÃO JOÃO DE PIRABAS,274,150747, PA,SÃO JOÃO DE PIRABAS,SÃO JOÃO DE PIRABAS,-47.1751243,-0.7690001
 PA-SÃO JOÃO DO ARAGUAIA,275,150750, PA,SÃO JOÃO DO ARAGUAIA,SÃO JOÃO DO ARAGUAIA,-48.7915973,-5.3577846
 PA-SÃO MIGUEL DO GUAMÁ,276,150760, PA,SÃO MIGUEL DO GUAMÁ,SÃO MIGUEL DO GUAMÁ,-47.4815224,-1.6142713
 PA-SÃO SEBASTIÃO DA BOA VISTA,277,150770, PA,SÃO SEBASTIÃO DA BOA VISTA,SÃO SEBASTIÃO DA BOA VISTA,-49.6503106,-1.4260091
 PA-SAPUCAIA,278,150775, PA,SAPUCAIA,SAPUCAIA,-51.1441725,-29.8288344
 PA-SENADOR JOSÉ PORFÍRIO,279,150780, PA,SENADOR JOSÉ PORFÍRIO,SENADOR JOSÉ PORFÍRIO,-51.852273,-3.8519704
 PA-SOURE,280,150790, PA,SOURE,SOURE,-48.6388879,-0.5083679
 PA-TAILÂNDIA,281,150795, PA,TAILÂNDIA,TAILÂNDIA,100.992541,15.870032
 PA-TERRA ALTA,282,150796, PA,TERRA ALTA,TERRA ALTA,-79.5464388,39.445649
 PA-TERRA SANTA,283,150797, PA,TERRA SANTA,TERRA SANTA,NA,NA
 PA-TOMÉ-AÇU,284,150800, PA,TOMÉ-AÇU,TOMÉ-AÇU,-48.1545546,-2.4183942
 PA-TRACUATEUA,285,150803, PA,TRACUATEUA,TRACUATEUA,-46.941659,-0.9701345
 PA-TRAIRÃO,286,150805, PA,TRAIRÃO,TRAIRÃO,-56.0249982,-5.1791026
 PA-TUCUMÃ,287,150808, PA,TUCUMÃ,TUCUMÃ,-51.1509069,-6.7519481
 PA-TUCURUÍ,288,150810, PA,TUCURUÍ,TUCURUÍ,-49.6702126,-3.7670371
 PA-ULIANÓPOLIS,289,150812, PA,ULIANÓPOLIS,ULIANÓPOLIS,-47.501107,-3.7502472
 PA-URUARÁ,290,150815, PA,URUARÁ,URUARÁ,-53.7399586,-3.7162542
 PA-VIGIA,291,150820, PA,VIGIA,VIGIA,-48.1384471,-0.8570552
 PA-VISEU,292,150830, PA,VISEU,VISEU,-7.9124712,40.6565861
 PA-VITÓRIA DO XINGU,293,150835, PA,VITÓRIA DO XINGU,VITÓRIA DO XINGU,-52.0125629,-2.8855267
 PA-XINGUARA,294,150840, PA,XINGUARA,XINGUARA,-49.9423511,-7.0998675
 AP-SERRA DO NAVIO,295,160005, AP,SERRA DO NAVIO,SERRA DO NAVIO,-52.0033999,0.9016848
 AP-AMAPÁ,296,160010, AP,AMAPÁ,AMAPÁ,-52.0029565,0.9019925
 AP-PEDRA BRANCA DO AMAPARI,297,160015, AP,PEDRA BRANCA DO AMAPARI,PEDRA BRANCA DO AMAPARI,-51.9610865,0.7787281
 AP-CALÇOENE,298,160020, AP,CALÇOENE,CALÇOENE,-50.9556918,2.4965404
 AP-CUTIAS,299,160021, AP,CUTIAS,CUTIAS,-50.3894858,1.022885
 AP-FERREIRA GOMES,300,160023, AP,FERREIRA GOMES,FERREIRA GOMES,-51.1812701,0.8588146
 AP-ITAUBAL,301,160025, AP,ITAUBAL,ITAUBAL,-50.6993472,0.6016406
 AP-LARANJAL DO JARI,302,160027, AP,LARANJAL DO JARI,LARANJAL DO JARI,-52.5189943,-0.8397632
 AP-MACAPÁ,303,160030, AP,MACAPÁ,MACAPÁ,-51.070535,0.0355735
 AP-MAZAGÃO,304,160040, AP,MAZAGÃO,MAZAGÃO,-51.2862328,-0.1157293
 AP-OIAPOQUE,305,160050, AP,OIAPOQUE,OIAPOQUE,-51.8322886,3.8441774
 AP-PORTO GRANDE,306,160053, AP,PORTO GRANDE,PORTO GRANDE,-25.0050783,16.8953867
 AP-PRACUÚBA,307,160055, AP,PRACUÚBA,PRACUÚBA,-50.7849572,1.7430346
 AP-SANTANA,308,160060, AP,SANTANA,SANTANA,-97.3845468,37.6726766
 AP-TARTARUGALZINHO,309,160070, AP,TARTARUGALZINHO,TARTARUGALZINHO,-50.8456323,1.2998516
 AP-VITÓRIA DO JARI,310,160080, AP,VITÓRIA DO JARI,VITÓRIA DO JARI,-52.4239856,-0.9263732
 TO-ABREULÂNDIA,311,170025, TO,ABREULÂNDIA,ABREULÂNDIA,-49.3247147,-9.4608593
 TO-AGUIARNÓPOLIS,312,170030, TO,AGUIARNÓPOLIS,AGUIARNÓPOLIS,-47.4755685,-6.5581249
 TO-ALIANÇA DO TOCANTINS,313,170035, TO,ALIANÇA DO TOCANTINS,ALIANÇA DO TOCANTINS,-48.938313,-11.3059083
 TO-ALMAS,314,170040, TO,ALMAS,ALMAS,-93.2480234,44.9839512
 TO-ALVORADA,315,170070, TO,ALVORADA,ALVORADA,-51.0783852,-29.9999532
 TO-ANANÁS,316,170100, TO,ANANÁS,ANANÁS,NA,NA
 TO-ANGICO,317,170105, TO,ANGICO,ANGICO,-47.8642065,-6.3919593
 TO-APARECIDA DO RIO NEGRO,318,170110, TO,APARECIDA DO RIO NEGRO,APARECIDA DO RIO NEGRO,-47.9749616,-9.9528404
 TO-ARAGOMINAS,319,170130, TO,ARAGOMINAS,ARAGOMINAS,-48.7014706,-6.8405144
 TO-ARAGUACEMA,320,170190, TO,ARAGUACEMA,ARAGUACEMA,-49.5568225,-8.8086045
 TO-ARAGUAÇU,321,170200, TO,ARAGUAÇU,ARAGUAÇU,-49.8300797,-12.9257328
 TO-ARAGUAÍNA,322,170210, TO,ARAGUAÍNA,ARAGUAÍNA,-48.204827,-7.1927733
 TO-ARAGUANÃ,323,170215, TO,ARAGUANÃ,ARAGUANÃ,-48.6106488,-6.7901188
 TO-ARAGUATINS,324,170220, TO,ARAGUATINS,ARAGUATINS,-48.119402,-5.6484003
 TO-ARAPOEMA,325,170230, TO,ARAPOEMA,ARAPOEMA,-49.0661809,-7.6573797
 TO-ARRAIAS,326,170240, TO,ARRAIAS,ARRAIAS,-46.9335092,-12.9415588
 TO-AUGUSTINÓPOLIS,327,170255, TO,AUGUSTINÓPOLIS,AUGUSTINÓPOLIS,-47.8870865,-5.4694294
 TO-AURORA DO TOCANTINS,328,170270, TO,AURORA DO TOCANTINS,AURORA DO TOCANTINS,-46.4082424,-12.7127665
 TO-AXIXÁ DO TOCANTINS,329,170290, TO,AXIXÁ DO TOCANTINS,AXIXÁ DO TOCANTINS,-47.7712858,-5.6153122
 TO-BABAÇULÂNDIA,330,170300, TO,BABAÇULÂNDIA,BABAÇULÂNDIA,-47.759016,-7.2032092
 TO-BANDEIRANTES DO TOCANTINS,331,170305, TO,BANDEIRANTES DO TOCANTINS,BANDEIRANTES DO TOCANTINS,-48.578762,-7.7614401
 TO-BARRA DO OURO,332,170307, TO,BARRA DO OURO,BARRA DO OURO,-47.6744587,-7.7123161
 TO-BARROLÂNDIA,333,170310, TO,BARROLÂNDIA,BARROLÂNDIA,-48.7260084,-9.8344009
 TO-BERNARDO SAYÃO,334,170320, TO,BERNARDO SAYÃO,BERNARDO SAYÃO,-48.9605972,-7.9806659
 TO-BOM JESUS DO TOCANTINS,335,170330, TO,BOM JESUS DO TOCANTINS,BOM JESUS DO TOCANTINS,-48.6020308,-5.0463855
 TO-BRASILÂNDIA DO TOCANTINS,336,170360, TO,BRASILÂNDIA DO TOCANTINS,BRASILÂNDIA DO TOCANTINS,-48.4826413,-8.3895878
 TO-BREJINHO DE NAZARÉ,337,170370, TO,BREJINHO DE NAZARÉ,BREJINHO DE NAZARÉ,-48.6388879,-11.0355349
 TO-BURITI DO TOCANTINS,338,170380, TO,BURITI DO TOCANTINS,BURITI DO TOCANTINS,-48.2266434,-5.3160828
 TO-CACHOEIRINHA,339,170382, TO,CACHOEIRINHA,CACHOEIRINHA,-51.1021166,-29.9477228
 TO-CAMPOS LINDOS,340,170384, TO,CAMPOS LINDOS,CAMPOS LINDOS,-46.670534,-8.1677815
 TO-CARIRI DO TOCANTINS,341,170386, TO,CARIRI DO TOCANTINS,CARIRI DO TOCANTINS,-49.1613433,-11.8903282
 TO-CARMOLÂNDIA,342,170388, TO,CARMOLÂNDIA,CARMOLÂNDIA,-48.3957762,-7.0335824
 TO-CARRASCO BONITO,343,170389, TO,CARRASCO BONITO,CARRASCO BONITO,-48.0208484,-5.3331808
 TO-CASEARA,344,170390, TO,CASEARA,CASEARA,-49.9547958,-9.2712967
 TO-CENTENÁRIO,345,170410, TO,CENTENÁRIO,CENTENÁRIO,-95.8515859,36.1363128
 TO-CHAPADA DE AREIA,346,170460, TO,CHAPADA DE AREIA,CHAPADA DE AREIA,-49.1678944,-10.1458962
 TO-CHAPADA DA NATIVIDADE,347,170510, TO,CHAPADA DA NATIVIDADE,CHAPADA DA NATIVIDADE,-47.8427298,-11.4740475
 TO-COLINAS DO TOCANTINS,348,170550, TO,COLINAS DO TOCANTINS,COLINAS DO TOCANTINS,-48.4760641,-8.0580606
 TO-COMBINADO,349,170555, TO,COMBINADO,COMBINADO,-110.8351976,29.0331441
 TO-CONCEIÇÃO DO TOCANTINS,350,170560, TO,CONCEIÇÃO DO TOCANTINS,CONCEIÇÃO DO TOCANTINS,-47.2943843,-12.2236815
 TO-COUTO MAGALHÃES,351,170600, TO,COUTO MAGALHÃES,COUTO MAGALHÃES,-48.9476499,-16.2958505
 TO-CRISTALÂNDIA,352,170610, TO,CRISTALÂNDIA,CRISTALÂNDIA,-49.4466005,-10.5880461
 TO-CRIXÁS DO TOCANTINS,353,170625, TO,CRIXÁS DO TOCANTINS,CRIXÁS DO TOCANTINS,-49.0009403,-11.2037661
 TO-DARCINÓPOLIS,354,170650, TO,DARCINÓPOLIS,DARCINÓPOLIS,-47.8032284,-6.7351494
 TO-DIANÓPOLIS,355,170700, TO,DIANÓPOLIS,DIANÓPOLIS,-46.8201549,-11.6260113
 TO-DIVINÓPOLIS DO TOCANTINS,356,170710, TO,DIVINÓPOLIS DO TOCANTINS,DIVINÓPOLIS DO TOCANTINS,-49.2181379,-9.7986763
 TO-DOIS IRMÃOS DO TOCANTINS,357,170720, TO,DOIS IRMÃOS DO TOCANTINS,DOIS IRMÃOS DO TOCANTINS,-49.1221414,-9.2560494
 TO-DUERÉ,358,170730, TO,DUERÉ,DUERÉ,-49.2720811,-11.3426005
 TO-ESPERANTINA,359,170740, TO,ESPERANTINA,ESPERANTINA,-42.2342203,-3.8945585
 TO-FÁTIMA,360,170755, TO,FÁTIMA,FÁTIMA,-8.6521422,39.6172063
 TO-FIGUEIRÓPOLIS,361,170765, TO,FIGUEIRÓPOLIS,FIGUEIRÓPOLIS,-49.170167,-12.1343809
 TO-FILADÉLFIA,362,170770, TO,FILADÉLFIA,FILADÉLFIA,-75.1652215,39.9525839
 TO-FORMOSO DO ARAGUAIA,363,170820, TO,FORMOSO DO ARAGUAIA,FORMOSO DO ARAGUAIA,-50.1832516,-11.8031151
 TO-FORTALEZA DO TABOCÃO,364,170825, TO,FORTALEZA DO TABOCÃO,FORTALEZA DO TABOCÃO,-48.5210865,-9.0569002
 TO-GOIANORTE,365,170830, TO,GOIANORTE,GOIANORTE,-48.935462,-8.7748584
 TO-GOIATINS,366,170900, TO,GOIATINS,GOIATINS,-47.3141332,-7.7116832
 TO-GUARAÍ,367,170930, TO,GUARAÍ,GUARAÍ,-48.511861,-8.8358375
 TO-GURUPI,368,170950, TO,GURUPI,GURUPI,-49.0686083,-11.7283752
 TO-IPUEIRAS,369,170980, TO,IPUEIRAS,IPUEIRAS,-40.717276,-4.54253
 TO-ITACAJÁ,370,171050, TO,ITACAJÁ,ITACAJÁ,-47.5275422,-8.6214999
 TO-ITAGUATINS,371,171070, TO,ITAGUATINS,ITAGUATINS,-47.5668376,-5.7944344
 TO-ITAPIRATINS,372,171090, TO,ITAPIRATINS,ITAPIRATINS,-48.1076146,-8.38013
 TO-ITAPORÃ DO TOCANTINS,373,171110, TO,ITAPORÃ DO TOCANTINS,ITAPORÃ DO TOCANTINS,-48.6899799,-8.5706041
 TO-JAÚ DO TOCANTINS,374,171150, TO,JAÚ DO TOCANTINS,JAÚ DO TOCANTINS,-48.5897311,-12.6546686
 TO-JUARINA,375,171180, TO,JUARINA,JUARINA,-49.1019121,-8.1187777
 TO-LAGOA DA CONFUSÃO,376,171190, TO,LAGOA DA CONFUSÃO,LAGOA DA CONFUSÃO,-50.1832516,-10.9201482
 TO-LAGOA DO TOCANTINS,377,171195, TO,LAGOA DO TOCANTINS,LAGOA DO TOCANTINS,-47.5652248,-10.2966802
 TO-LAJEADO,378,171200, TO,LAJEADO,LAJEADO,-51.9649421,-29.459582
 TO-LAVANDEIRA,379,171215, TO,LAVANDEIRA,LAVANDEIRA,-80.3817187,25.8390067
 TO-LIZARDA,380,171240, TO,LIZARDA,LIZARDA,-46.6833948,-9.6046281
 TO-LUZINÓPOLIS,381,171245, TO,LUZINÓPOLIS,LUZINÓPOLIS,-47.8605372,-6.1899193
 TO-MARIANÓPOLIS DO TOCANTINS,382,171250, TO,MARIANÓPOLIS DO TOCANTINS,MARIANÓPOLIS DO TOCANTINS,-49.6549819,-9.7970229
 TO-MATEIROS,383,171270, TO,MATEIROS,MATEIROS,-46.4180916,-10.5465668
 TO-MAURILÂNDIA DO TOCANTINS,384,171280, TO,MAURILÂNDIA DO TOCANTINS,MAURILÂNDIA DO TOCANTINS,-47.5084703,-5.9529166
 TO-MIRACEMA DO TOCANTINS,385,171320, TO,MIRACEMA DO TOCANTINS,MIRACEMA DO TOCANTINS,-48.393306,-9.5657857
 TO-MIRANORTE,386,171330, TO,MIRANORTE,MIRANORTE,-48.5901016,-9.5362575
 TO-MONTE DO CARMO,387,171360, TO,MONTE DO CARMO,MONTE DO CARMO,-48.0010282,-10.7868625
 TO-MONTE SANTO DO TOCANTINS,388,171370, TO,MONTE SANTO DO TOCANTINS,MONTE SANTO DO TOCANTINS,-48.9935064,-10.0059679
 TO-PALMEIRAS DO TOCANTINS,389,171380, TO,PALMEIRAS DO TOCANTINS,PALMEIRAS DO TOCANTINS,-47.5462171,-6.6134607
 TO-MURICILÂNDIA,390,171395, TO,MURICILÂNDIA,MURICILÂNDIA,-48.8397403,-6.978297
 TO-NATIVIDADE,391,171420, TO,NATIVIDADE,NATIVIDADE,-41.9894595,-21.0338381
 TO-NAZARÉ,392,171430, TO,NAZARÉ,NAZARÉ,-9.0700991,39.6012147
 TO-NOVA OLINDA,393,171488, TO,NOVA OLINDA,NOVA OLINDA,-39.6796207,-7.0917903
 TO-NOVA ROSALÂNDIA,394,171500, TO,NOVA ROSALÂNDIA,NOVA ROSALÂNDIA,-48.9115493,-10.568295
 TO-NOVO ACORDO,395,171510, TO,NOVO ACORDO,NOVO ACORDO,-47.2142417,-10.2348587
 TO-NOVO ALEGRE,396,171515, TO,NOVO ALEGRE,NOVO ALEGRE,-46.574058,-12.9002047
 TO-NOVO JARDIM,397,171525, TO,NOVO JARDIM,NOVO JARDIM,-46.5547852,-11.7022346
 TO-OLIVEIRA DE FÁTIMA,398,171550, TO,OLIVEIRA DE FÁTIMA,OLIVEIRA DE FÁTIMA,-48.8598651,-10.6581088
 TO-PALMEIRANTE,399,171570, TO,PALMEIRANTE,PALMEIRANTE,-47.936023,-7.8624636
 TO-PALMEIRÓPOLIS,400,171575, TO,PALMEIRÓPOLIS,PALMEIRÓPOLIS,-48.407425,-13.0424424
 TO-PARAÍSO DO TOCANTINS,401,171610, TO,PARAÍSO DO TOCANTINS,PARAÍSO DO TOCANTINS,-48.8827122,-10.1753139
 TO-PARANÃ,402,171620, TO,PARANÃ,PARANÃ,-47.869985,-12.6207117
 TO-PAU D'ARCO,403,171630, TO,PAU D'ARCO,PAU D'ARCO,-117.3595474,33.1898648
 TO-PEDRO AFONSO,404,171650, TO,PEDRO AFONSO,PEDRO AFONSO,-48.1673938,-8.9955265
 TO-PEIXE,405,171660, TO,PEIXE,PEIXE,-48.5401375,-12.0372027
 TO-PEQUIZEIRO,406,171665, TO,PEQUIZEIRO,PEQUIZEIRO,-48.9334369,-8.5941883
 TO-COLMÉIA,407,171670, TO,COLMÉIA,COLMÉIA,-38.4880044,-3.7565373
 TO-PINDORAMA DO TOCANTINS,408,171700, TO,PINDORAMA DO TOCANTINS,PINDORAMA DO TOCANTINS,-47.5789782,-11.1371819
 TO-PIRAQUÊ,409,171720, TO,PIRAQUÊ,PIRAQUÊ,NA,NA
 TO-PIUM,410,171750, TO,PIUM,PIUM,-49.8547266,-10.2886905
 TO-PONTE ALTA DO BOM JESUS,411,171780, TO,PONTE ALTA DO BOM JESUS,PONTE ALTA DO BOM JESUS,-46.4796334,-12.0897871
 TO-PONTE ALTA DO TOCANTINS,412,171790, TO,PONTE ALTA DO TOCANTINS,PONTE ALTA DO TOCANTINS,-47.5365072,-10.7473528
 TO-PORTO ALEGRE DO TOCANTINS,413,171800, TO,PORTO ALEGRE DO TOCANTINS,PORTO ALEGRE DO TOCANTINS,-47.0469472,-11.6106566
 TO-PORTO NACIONAL,414,171820, TO,PORTO NACIONAL,PORTO NACIONAL,-48.4084415,-10.703223
 TO-PRAIA NORTE,415,171830, TO,PRAIA NORTE,PRAIA NORTE,-28.7635262,38.6046901
 TO-PRESIDENTE KENNEDY,416,171840, TO,PRESIDENTE KENNEDY,PRESIDENTE KENNEDY,-41.045155,-21.1010673
 TO-PUGMIL,417,171845, TO,PUGMIL,PUGMIL,-48.8980783,-10.4253261
 TO-RECURSOLÂNDIA,418,171850, TO,RECURSOLÂNDIA,RECURSOLÂNDIA,-47.241233,-8.7382716
 TO-RIACHINHO,419,171855, TO,RIACHINHO,RIACHINHO,-45.8279734,-16.271096
 TO-RIO DA CONCEIÇÃO,420,171865, TO,RIO DA CONCEIÇÃO,RIO DA CONCEIÇÃO,-46.7865516,-11.3209095
 TO-RIO DOS BOIS,421,171870, TO,RIO DOS BOIS,RIO DOS BOIS,-48.5362298,-9.3440594
 TO-RIO SONO,422,171875, TO,RIO SONO,RIO SONO,-47.6061625,-9.6681805
 TO-SAMPAIO,423,171880, TO,SAMPAIO,SAMPAIO,-43.2609188,-22.8992775
 TO-SANDOLÂNDIA,424,171884, TO,SANDOLÂNDIA,SANDOLÂNDIA,-49.9276267,-12.5391917
 TO-SANTA FÉ DO ARAGUAIA,425,171886, TO,SANTA FÉ DO ARAGUAIA,SANTA FÉ DO ARAGUAIA,-48.690444,-7.1528885
 TO-SANTA MARIA DO TOCANTINS,426,171888, TO,SANTA MARIA DO TOCANTINS,SANTA MARIA DO TOCANTINS,-47.7490682,-8.773105
 TO-SANTA RITA DO TOCANTINS,427,171889, TO,SANTA RITA DO TOCANTINS,SANTA RITA DO TOCANTINS,-48.9079282,-10.8646302
 TO-SANTA ROSA DO TOCANTINS,428,171890, TO,SANTA ROSA DO TOCANTINS,SANTA ROSA DO TOCANTINS,-48.1200592,-11.4149727
 TO-SANTA TEREZA DO TOCANTINS,429,171900, TO,SANTA TEREZA DO TOCANTINS,SANTA TEREZA DO TOCANTINS,-47.7243139,-10.2817773
 TO-SANTA TEREZINHA DO TOCANTINS,430,172000, TO,SANTA TEREZINHA DO TOCANTINS,SANTA TEREZINHA DO TOCANTINS,-47.6683578,-6.4334568
 TO-SÃO BENTO DO TOCANTINS,431,172010, TO,SÃO BENTO DO TOCANTINS,SÃO BENTO DO TOCANTINS,-47.9225406,-6.0279073
 TO-SÃO FÉLIX DO TOCANTINS,432,172015, TO,SÃO FÉLIX DO TOCANTINS,SÃO FÉLIX DO TOCANTINS,-46.6595984,-10.1697096
 TO-SÃO MIGUEL DO TOCANTINS,433,172020, TO,SÃO MIGUEL DO TOCANTINS,SÃO MIGUEL DO TOCANTINS,-47.5770359,-5.5542154
 TO-SÃO SALVADOR DO TOCANTINS,434,172025, TO,SÃO SALVADOR DO TOCANTINS,SÃO SALVADOR DO TOCANTINS,-48.2366302,-12.748447
 TO-SÃO SEBASTIÃO DO TOCANTINS,435,172030, TO,SÃO SEBASTIÃO DO TOCANTINS,SÃO SEBASTIÃO DO TOCANTINS,-48.3389644,-5.2301219
 TO-SÃO VALÉRIO,436,172049, TO,SÃO VALÉRIO,SÃO VALÉRIO,-48.2348038,-11.9751228
 TO-SILVANÓPOLIS,437,172065, TO,SILVANÓPOLIS,SILVANÓPOLIS,-48.1743871,-11.1535016
 TO-SÍTIO NOVO DO TOCANTINS,438,172080, TO,SÍTIO NOVO DO TOCANTINS,SÍTIO NOVO DO TOCANTINS,-47.640103,-5.6032105
 TO-SUCUPIRA,439,172085, TO,SUCUPIRA,SUCUPIRA,-48.9116689,-11.9861741
 TO-TAGUATINGA,440,172090, TO,TAGUATINGA,TAGUATINGA,-48.065751,-15.8107481
 TO-TAIPAS DO TOCANTINS,441,172093, TO,TAIPAS DO TOCANTINS,TAIPAS DO TOCANTINS,-46.9925093,-12.1937918
 TO-TALISMÃ,442,172097, TO,TALISMÃ,TALISMÃ,NA,NA
 TO-PALMAS,443,172100, TO,PALMAS,PALMAS,-48.3242858,-10.249091
 TO-TOCANTÍNIA,444,172110, TO,TOCANTÍNIA,TOCANTÍNIA,-48.3754096,-9.5656928
 TO-TOCANTINÓPOLIS,445,172120, TO,TOCANTINÓPOLIS,TOCANTINÓPOLIS,-47.4242064,-6.3258029
 TO-TUPIRAMA,446,172125, TO,TUPIRAMA,TUPIRAMA,-48.18896,-8.974339
 TO-TUPIRATINS,447,172130, TO,TUPIRATINS,TUPIRATINS,-48.1995591,-8.3332971
 TO-WANDERLÂNDIA,448,172208, TO,WANDERLÂNDIA,WANDERLÂNDIA,-48.0010282,-6.9224595
 TO-XAMBIOÁ,449,172210, TO,XAMBIOÁ,XAMBIOÁ,-48.5320133,-6.4130902
 MA-AÇAILÂNDIA,450,210005, MA,AÇAILÂNDIA,AÇAILÂNDIA,-47.5031007,-4.9540379
 MA-AFONSO CUNHA,451,210010, MA,AFONSO CUNHA,AFONSO CUNHA,-43.3730666,-4.1980841
 MA-ÁGUA DOCE DO MARANHÃO,452,210015, MA,ÁGUA DOCE DO MARANHÃO,ÁGUA DOCE DO MARANHÃO,-42.1190025,-2.8409887
 MA-ALCÂNTARA,453,210020, MA,ALCÂNTARA,ALCÂNTARA,-44.4171452,-2.3383655
 MA-ALDEIAS ALTAS,454,210030, MA,ALDEIAS ALTAS,ALDEIAS ALTAS,-43.4694958,-4.6291306
 MA-ALTAMIRA DO MARANHÃO,455,210040, MA,ALTAMIRA DO MARANHÃO,ALTAMIRA DO MARANHÃO,-45.4672512,-4.1644026
 MA-ALTO ALEGRE DO MARANHÃO,456,210043, MA,ALTO ALEGRE DO MARANHÃO,ALTO ALEGRE DO MARANHÃO,-44.4496181,-4.2148156
 MA-ALTO ALEGRE DO PINDARÉ,457,210047, MA,ALTO ALEGRE DO PINDARÉ,ALTO ALEGRE DO PINDARÉ,-45.8502093,-3.6687216
 MA-ALTO PARNAÍBA,458,210050, MA,ALTO PARNAÍBA,ALTO PARNAÍBA,-45.9376488,-9.1114488
 MA-AMAPÁ DO MARANHÃO,459,210055, MA,AMAPÁ DO MARANHÃO,AMAPÁ DO MARANHÃO,-46.0198324,-1.6759176
 MA-AMARANTE DO MARANHÃO,460,210060, MA,AMARANTE DO MARANHÃO,AMARANTE DO MARANHÃO,-46.7481436,-5.5694757
